Factura,Almacen,Fecha_Conta,Cliente,Nombre_Cliente,Nombre_Extran,Domicilio,Colonia,Cuidad,Estado,CP,CAJAS,SURTIDOR,PAQUETERIA,FECHA,INCIDENCIA
235025,1,2026-02-20,C07456,QUIRURGICA MEDICA UNIVERSIDAD,MEDICA UNIVERSIDAD,PRIVADA UNIVERSIDAD N. 102-6,GUSTAVO DIAZ ORDAZ,TAMPICO,TAM,89108,6,,,,
235026,1,2026-02-20,C08500,ADMINISTRADORA INOVA RBC,"HAMPTON PIEDRAS NEGRAS, MEXICO (PDSHX)",PASEO DE LAS ARTES 800,TECNOLOGICO,PIEDRAS NEGRAS,COA,26080,7,,,,
235028,1,2026-02-21,C08865,AUTOTELEMATICA,JAVA MOTEL BOUTIQUE,ISLA SOCORRO #2545,VILLA VICENTE GUERRERO,GUADALAJARA,JAL,44987,1,,,,
235029,1,2026-02-21,C08936,SERVICIO DE PROMOCION Y COMERCIALIZACION DE ATITALAQUIA,CITY EXPRESS BY MARRIOTT TULA (CETUL),CARRETERA JOROBA TULA KM 25.8 SN,LA LOMA CARDONAL,ATITALAQUIA,HID,42970,1,,,,
235035,1,2026-02-21,C09676,DULCE MARIA GARCIA LOPEZ,DULCE MARIA GARCIA LOPEZ,CALLE FERNANDO DAVILA 236,CENTRO,SALVATIERRA,GTO,38900,1,,,,
235036,1,2026-02-21,C07521,SOLE CITY INN,HOTEL ALDEA DEL BAZAR SPA BACOCHO,BOULEVARD BENITO JUAREZ LOTE  7,FRACC BACOCHO,PUERTO ESCONDIDO,OAX,71983,9,,,,
235037,1,2026-02-21,C09428,INSUMOS DE LIMPIEZA E HIGIENE,INSUMOS DE LIMPIEZA E HIGIENE,CIRCUITO BOSQUES DE LA TRINIDAD 220,PLAN DE AYALA,TUXTLA GUTIERREZ,CHS,29020,3,,,,
235038,1,2026-02-23,C08498,OPERADORA TURISTICA SANTO NIÑO,"HILTON GARDEN INN LEON, MEXICO (BJXAD)",BLVD ADOLFO LOPEZ MATEOS 2126,SAN ISIDRO,LEON,GTO,37530,18,,,,
235039,1,2026-02-23,C07164,IMPULSORA PLAZA JUAREZ,CITY JUNIOR VILLAHERMOSA (CJVSA),BLVD ADOLFO RUIZ CORTINESs #2105,ATASTA DE SIERRA,VILLAHERMOSA,TAB,86100,16,,,,
235040,1,2026-02-23,C07224,IMPULSORA PLAZA JUAREZ,CITY JUNIOR CIUDAD JUAREZ CONSULADO (CJCJS),AV PASEO DE LA VICTORIA #3781,PARTIDO SENECU,CIUDAD JUAREZ,CHI,32543,14,,,,
235041,1,2026-02-23,C07253,IMPULSORA PLAZA JUAREZ,CITY EXPRESS ROSARITO (CEROS),"CARRETERA LIBRE TIJUANA- ENSENADA, 362",REFORMA,PLAYAS DE ROSARITO,BC,22710,11,,,,
235042,1,2026-02-23,C07174,IMPULSORA PLAZA JUAREZ,CITY EXPRESS VILLAHERMOSA (CEVSA),ADOLFO RUIZ CORTINEZ 1803-A,ATASTA DE SIERRA,VILLAHERMOSA,TAB,86100,17,,,,
235043,1,2026-02-23,C03092,COMPAÑIA MEXICANA DE INVERSIONES TURISTICAS,HOTEL LUCERNA MEXICALI,BOULEVARD BENITO JUAREZ 2151,INSURGENTES ESTE,MEXICALI,BC,21280,5,,,,
235044,1,2026-02-23,C05503,GRUPO POSADAS,FIESTA AMERICANA GRAND LOS CABOS (FALC),CARR.TRANSPENINSULAR KM. 10.3,FRACC.CABO DEL SOL,CABO SAN LUCAS,BCS,23410,8,,,,
235045,1,2026-02-23,C01510,COMPAÑIA HOTELERA LUCERNA,HOTEL LUCERNA CD JUAREZ,PASEO TRIUNFO DE LA REPUBLICA # 3976,PARTIDO,CD.JUAREZ,CHI,32030,23,,,,
235046,1,2026-02-24,CF0008,FIDEICOMISO IRREVOCABLE DB/1616,HOLIDAY INN EXPRESS & SUITES JUAREZ(JUAZO),PASEO DE LA VICTORIA  4202,PARTIDO IGLESIAS,JUAREZ,CHI,32528,6,,,,
235048,1,2026-02-24,C04758,FIDEICOMISO IRREVOCABLE DB/1616,COURTYARD SALTILLO (SLWCS) A0100469,BLVD. GALERÍAS SALTILLO NO. 375-1,PARQUE CENTRO,SALTILLO,COA,25279,14,,,,
235049,1,2026-02-24,C09640,ECO XL,CITY JUNIOR ZONA INDUSTRIAL (CJTCC),AV. ALFREDO DEL MAZO #547,SAN LORENZO TEPALTITLAN,Toluca,DF2,50010,8,,,,
235050,1,2026-02-24,C09591,NOGUEIRA,ECONO EXPRESS HOTEL,CALZADA DE TLALPAN 1035,AMERICAS UNIDAS,ALC. BENITO JUAREZ,CMX,03610,10,,,,
235051,1,2026-02-24,C08373,OPERADORA BAHIA DE LORETO,VILLAS DEL PALMAR LORETO,"LOTE 12, MANZANA 25 DEL PREDIO DENOMINADO",ENSENADA BLANCA,LORETO,BCS,23895,22,,,,
235052,3,2026-02-24,C07432,HOTELERA PLAYAMAR,IBEROSTAR COZUMEL,KM 17 MAS 782 CARRETERA COSTERA SUR,EL CEDRAL,COZUMEL,QR,77600,15,,,,
235053,3,2026-02-24,C07850,AROTESA SERVICIOS INTEGRALES,SECRETS AURA COZUMEL (SEACZ)  A0099127,CARRETERA COSTERA SUR KM 12.9 SN,ZONA HOTELERA SUR,COZUMEL,QR,77600,1,,,,
235055,1,2026-02-24,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,5,,,,
235056,1,2026-02-24,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,4,,,,
235057,1,2026-02-24,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,5,,,,
235058,1,2026-02-24,C03473,LAURA RAMIREZ NAVA,HOTEL IMPERIAL SAN MARTIN TEXMELUCAN,MUJICA Y OSORIO No. 3,CENTRO,SAN MARTIN TEXMELUCAN,PUE,74000,3,,,,
235059,1,2026-02-24,C06010,RITZ ACAPULCO,HOTEL RITZ ACAPULCO,AV. COSTERA MIGUEL ALEMAN #159,MAGALLANES,ACAPULCO,GRO,39670,130,,,,
235060,1,2026-02-24,C03623,DECAMERON,DECAMERON ALL INCLUSIVE HOTELS & RESORTS A0157902,BOULEVARD MALECON SAN JOSE S/N,ZONA HOTELERA,LOS CABOS,BCS,23400,66,,,,
235061,1,2026-02-24,C00240,HOTEL VICTORIA DE POZA RICA,HOTEL VICTORIA,BLVD. ADOLFO RUIZ CORTINEZ # 1306,CAZONES,POZA RICA,VER,93230,2,,,,
235062,1,2026-02-24,C00240,HOTEL VICTORIA DE POZA RICA,HOTEL VICTORIA,BLVD. ADOLFO RUIZ CORTINEZ # 1306,CAZONES,POZA RICA,VER,93230,2,,,,
235063,1,2026-02-24,C05352,PINNACLE INVESTMENTS,RESORTS BY PINNACLE,PULPITO # 180,EMILIANO ZAPATA,PUERTO VALLARTA,JAL,48380,5,,,,
235064,3,2026-02-24,C09404,OPERADORA PLAZA CARIBE,HOTEL PLAZA CARIBE,CALLE PINO LTE 19 MANZA 1 BENITO JUAREZ,CANCUN,SM 23,QR,77500,3,,,,
235065,1,2026-02-24,C04182,SERVICIOS COMERCIALES VIENTO AZUL,AZULIK HOTEL,"BOCA PAILA KM 5, LT 106-1, SN",REGION 3,Tulum,QR,77766,2,,,,
235066,3,2026-02-24,C04182,SERVICIOS COMERCIALES VIENTO AZUL,AZULIK HOTEL,"BOCA PAILA KM 5, LT 106-1, SN",REGION 3,Tulum,QR,77766,3,,,,
235067,1,2026-02-24,C07946,KEY PROPERTIES,FAIRFIELD INN DOWNTON CANCUN A0242828,AV. TULUM MZ 14 lt 2,SUPER MANZANA 4,CANCUN,QR,77500,1,,,,
235068,1,2026-02-24,C04484,FIDEICOMISO IRREVOCABLE DB/1616,CROWNE PLAZA MONTERREY AEROPUERTO(MTYCP),BLVD.AEROPUERTO 171,PARQUE INDUSTRIAL NEXXUS,MONTERREY,NL,66600,7,,,,
235069,1,2026-02-24,C07478,PROMOTORA DEVI,HOLIDAY INN & SUITES MONTERREY APODACA (MTYMI),AV. MILIMEX No. 120,PARQUE INDUSTRIAL MILIMEX,APODACA,NL,66637,5,,,,
235070,1,2026-02-24,C06384,OPERADORA HOTELERA AGSDTL,FAIRFIELD INN & SUITES AGUASCALIENTES,AV. PASEO SAN GERARDO No. 101,SAN GERARDO,AGUASCALIENTES,AGS,20348,9,,,,
235071,1,2026-02-24,C09660,FDNR PROVEEDORA,SLEEP INN MONCLOVA,BLVD. HAROLD R PAPE #2008,JARDINES DEL VALLE,MONCLOVA,COA,25732,7,,,,
235072,1,2026-02-24,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,4,,,,
235073,1,2026-02-24,C08936,SERVICIO DE PROMOCION Y COMERCIALIZACION DE ATITALAQUIA,CITY EXPRESS BY MARRIOTT TULA (CETUL),CARRETERA JOROBA TULA KM 25.8 SN,LA LOMA CARDONAL,ATITALAQUIA,HID,42970,1,,,,
235074,3,2026-02-24,C07946,KEY PROPERTIES,FAIRFIELD INN DOWNTON CANCUN A0242828,AV. TULUM MZ 14 lt 2,SUPER MANZANA 4,CANCUN,QR,77500,21,,,,
235075,13,2026-02-24,C08635,EQUIPAMIENTOS HOTELEROS ECUADOR HOTEQUIE SAS,EQUIPAMIENTOS HOTELEROS ECUADOR HOTEQUIE SAS,Calle: LA NIÑA Número: E852 Intersección: DIEGO DE ALMAGRO Edificio: ROYAL,BUSINESS Número de oficina: 608 Número de piso: 6 Referencia: MULTICENTRO,Pichincha Quito Mariscal Sucre,PIC,70102,228,,,,
235076,1,2026-02-24,C09660,FDNR PROVEEDORA,SLEEP INN MONCLOVA,BLVD. HAROLD R PAPE #2008,JARDINES DEL VALLE,MONCLOVA,COA,25732,26,,,,
235077,1,2026-02-24,C01906,INVERHOTELES,HOLIDAY INN EXPRESS GUADALAJARA ITESO (GDLIT),AV.CAMINO AL ITESO 8650-A10 E/SIERRA MAZAMITLA,EL MANTE,ZAPOPAN,JAL,45601,9,,,,
235078,1,2026-02-24,C08608,HOTEL ROYAL PLAZA,STAYBRIDGE  SUITES PUEBLA (PUEAA),Av Hermanos Serdan 810 INT SN,EL RIEGO SUR,PUEBLA,PUE,72160,9,,,,
235079,1,2026-02-24,C02514,HOTEL ROYAL PLAZA,HOLIDAY INN MEXICO PLAZA UNIVERSIDAD A0210800 (MEXAA),PARROQUIA 1056 ENTRADA APROVEEDORES A ESPALDAS,SANTA CRUZ ATOYAC,MEXICO,CMX,03310,22,,,,
235080,1,2026-02-24,C02514,HOTEL ROYAL PLAZA,HOLIDAY INN MEXICO PLAZA UNIVERSIDAD A0210800 (MEXAA),PARROQUIA 1056 ENTRADA APROVEEDORES A ESPALDAS,SANTA CRUZ ATOYAC,MEXICO,CMX,03310,3,,,,
235081,1,2026-02-24,C07257,IMPULSORA PLAZA CELAYA,CITY CENTRO CIUDAD DE MEXICO (CCMEX),REPUBLICA DE URUGUAY #45,CENTRO HISTORICO,CIUDAD DE MEXICO,CMX,06000,10,,,,
235082,1,2026-02-24,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,1,,,,
235083,1,2026-02-24,C04260,OPERADORA HOTELERA SLP,ENCORE SAN LUIS A0191479,AV. BENITO JUAREZ #3963,LAS MERCEDES,SAN LUIS POTOSI,SLP,78394,3,,,,
235084,1,2026-02-24,C08267,HOTELERA OMS,MICROTEL GUADALAJARA SUR,AV LOPEZ MATEOS SUR 1710 F-1,SANTA ISABEL,TLAJOMULCO DE ZUÑIGA,JAL,45645,1,,,,
235085,1,2026-02-24,C06557,FIDEICOMISO F/1596,COURTYARD MARRIOTT MEXICO CITY VALLEJO A0097805,CALZADA VALLEJO #1090,SANTA CRUZ DE LAS SALINAS,CDMX,CMX,02300,7,,,,
235086,1,2026-02-24,C01699,GRUPO KIMBERLEY,HOLIDAY INN CAMPECHE (CPEMX),AV. RESURGIMIENTO 127,DEL PRADO,CAMPECHE,CAM,24030,9,,,,
235087,1,2026-02-24,C03367,HOTEL HACIENDA REAL DE CASTILLA,HOTEL HACIENDA REAL DE CASTILLA,COLON 184,ZONA CENTRO,GUADALAJARA,JAL,44100,17,,,,
235088,1,2026-02-24,C09592,JAVIER ALEJANDRO GARCIA CORTES,ESCENCIA HOTELERA,SANTO DOMINGO 2,PLAYA AZUL SALAGUA,MANZANILLO,COL,28218,30,,,,
235089,1,2026-02-24,C08311,FONTAU,AUTO HOTEL COSTA AZUL,AV PERIFERICO CARLOS PELLICER CARMARA 629,PRIMERO DE MAYO,VILLAHERMOSA,TAB,86190,23,,,,
235090,1,2026-02-24,C08190,PROMONTE,MOTEL VILLAMAGNA,CARR A REYNOSA KM 14.5 S/N,VAQUERIAS,JUAREZ,NL,67250,15,,,,
235091,1,2026-02-24,CN0263,OPERADORA ISA,HOTEL IRMA,CALLE ADELITA S/N,PLAYA LA MADERA,ZIHUATANEJO,GRO,40880,13,,,,
235092,1,2026-02-24,C09248,BALLESTA OPERADORA DE SERVICIOS TURISTICOS,HOTEL HOSTAL DE CORTES,BLVD. MANUEL AVILA CAMACHO #2245,IGNACIO ZARAGOZA,VERACRUZ,VER,91910,35,,,,
235093,1,2026-02-24,C08160,SERRA DO SUIDO,MOTEL SCALA,CARRETERA A LAREDO KM 16,BALCONES DEL NORTE,GENERAL ESCOBEDO,NL,66052,12,,,,
235094,1,2026-02-24,C02299,FJH HOTELEROS,EJECUTIVO EXPRESS,AV.MEXICO No.2920,TERRANOVA,GUADALAJARA,JAL,44689,6,,,,
235095,1,2026-02-24,C07328,CITY OPERADORA TEPATITLAN,HOTEL GALERIAS EXPRESS  TEPATITLAN (CETEP),CIRCUITO JARDIN ALTEÑO No.30,JARDINES DEL REAL,TEPATITLAN,JAL,47680,4,,,,
235096,1,2026-02-24,C04831,OPERADORA DECORI BINNIGUENDA,HOTEL BINNIGUENDA HUATULCO,BLVD SANTA CRUZ 201,SECTOR A,BAHIA DE SANTA CRUZ,OAX,70989,61,,,,
235097,1,2026-02-24,C09048,HOTEL DE SERVICIOS DE TEHUACAN,HOTEL CASA REAL DE TEHUACAN,AV. REFORMA SUR #206,CENTRO,TEHUACAN,PUE,75700,2,,,,
235098,1,2026-02-24,C04370,FIDEICOMISO IRREVOCABLE DB/1616,MICROTEL TOLUCA(TLUMI),BLVD. AEROPUERTO MIGUEL ALEMAN 125,REFORMA,Toluca,MEX,50200,8,,,,
235099,1,2026-02-24,C04160,COMPA&IA HOTELERA DE LA LAGUNA,"HAMPTON TORREÓN-AIRPORT GALERÍAS, MEXICO (TRCHA)",PERIFERICO RAUL LOPEZ SANCHEZ 10995,LOS VIÑEDOS,TORREON,COA,27019,3,,,,
235100,1,2026-02-24,C05438,ECO HOTEL EJECUTIVO,ECO HOTEL EJECUTIVO,AV. LAZARO CARDENAS 2773,JARDINES DEL BOSQUE,GUADALAJARA,JAL,44520,10,,,,
235101,1,2026-02-24,C04102,HOTELES SOLARIS DE MEXICO,VILLAS SOLARIS,BLVD. SAN JOSE DEL CABO LOTE 10,CAMPO DEL GOLF,S.J. DEL CABO,BCS,23400,20,,,,
235102,1,2026-02-24,C06571,ROYAL SONORA INMOBILIARIA,ROYAL SONORA,CALLE SEPTIMA #97,HEROICA CIUDAD DE CANANEA CENTRO,CANANEA,SON,84620,4,,,,
235103,1,2026-02-24,C07589,IMPULSORA PLAZA CELAYA,CITY EXPRESS CENTRAL DE ABASTOS (CECEA),EJE 6 SUR   #540,CENTRAL DE ABASTOS DEL IZTAPALAPA,CIUDAD DE MEXICO,CMX,09040,13,,,,
235104,1,2026-02-24,C09664,HOTEL HDASM REGLA,HOTEL Y HACIENDA SANTA MARIA REGLA,MARINA NACIONAL 193 TORRE A DESPACHO 306,VERONICA ANZURES,MARINA NACIONAL,CMX,11300,14,,,,
235105,3,2026-02-24,C07585,IMPULSORA PLAZA CELAYA,CITY EXPRESS CANCUN (CECUN),AV NICHUPTE SMZ 8 MZA 1 LT  4,CENTRO,CANCUN,QR,77500,11,,,,
235106,1,2026-02-24,C03326,IMPULSORA PLAZA LA PALMA,CITY PLUS MONTERREY CENTRO (CPMTC),MELCHOR OCAMPO 1002,CENTRO,MONTERREY,NL,64000,14,,,,
235107,1,2026-02-24,C07423,IMPULSORA PLAZA TIJUANA,CITY EXPRESS TAPACHULA (CETAP),CARRETERA A PUERTO MADERO PRIVADA PASEO DE LAS HORTENCIAS TRAMO 1. KM 3.5 S/N,FRACCIONAMIENTO LAS HORTENCIAS,TAPACHULA,CHS,30797,14,,,,
235108,1,2026-02-24,C02491,OPERCROWN,CROWNE PLAZA LEON A0155975 (BJXCP),BOULEVARD J.MANUEL CLOUTHIER 245,JARDINES DEL CAMPESTRE,LEON,GTO,37128,17,,,,
235110,1,2026-02-24,C04831,OPERADORA DECORI BINNIGUENDA,HOTEL BINNIGUENDA HUATULCO,BLVD SANTA CRUZ 201,SECTOR A,BAHIA DE SANTA CRUZ,OAX,70989,15,,,,
235111,1,2026-02-24,C08328,MORENO DEVELOPMENT GROUP,MORGAN RESIDENCES BOUTIQUE,8 DE OCTUBRE 1921 INT DEP 504,AMPLIACION MARIANO MATAMOROS,CABO SAN LUCAS,BCS,23468,2,,,,
235112,1,2026-02-24,C08512,OPERADORA DE HOTELES Y FRANQUICIAS SAN JUAN DEL RIO,"HAMPTON SAN JUAN DEL RIO, MEXICO (QROSJ)",AVENIDA CENTRAL 239,VALLE DE ORO,SAN JUAN DEL RIO,QUE,76802,10,,,,
235113,1,2026-02-24,C04102,HOTELES SOLARIS DE MEXICO,VILLAS SOLARIS,BLVD. KUKULCAN LOTE 59-2  MZA55  SEC A2A ETAPA,ZONA HOTELERA,MPIO BENITO JUAREZ,QR,77500,28,,,,
235114,1,2026-02-24,C04102,HOTELES SOLARIS DE MEXICO,VILLAS SOLARIS,BLVD. KUKULCAN  LOTE 64 SECCA 2A ETAPA,ZONA HOTELERA,MPIO. BENITO JUAREZ,QR,77500,5,,,,
235115,1,2026-02-24,C07325,SERVICIOS MEDRANO,HOTEL MEDRANO,JOSE MA CHAVEZ 904,LINDAVISTA,AGUASCALIENTES,AGS,20270,5,,,,
235116,1,2026-02-24,C08191,TRASARIZ,MOTEL DON JUAN,CARRETERA A MONCLOVA 501,CENTRO,GENERAL ESCOBEDO,NL,66050,13,,,,
235117,1,2026-02-24,C09469,OPERADORA CAMPECHE 428,CICERON 612,CICERON 612,POLANCO V SECCION,MEXICO,DF2,11560,6,,,,
235118,1,2026-02-24,C02482,TOURS DE GOLF MEXICO,PACIFICA RESORTS IXTAPA,PASEO DE LA COLINA S/N,VISTA HERMOSA,IXTAPA ZIHUATANEJO,GRO,40880,26,,,,
235119,1,2026-02-24,C07391,IMPULSORA PLAZA VILLA HERMOSA,CITY EXPRESS PLUS TIJUANA TOREO (CPTIJ),BLVD. AGUA CALIENTE #9985,CALETTE DE LA DELEFACION ZONA CENTRO,TIJUANA,BC,22024,10,,,,
235121,1,2026-02-25,C09326,SERVICIOS TURISTICOS DE GALICIA,ROYAL PALACE HOTEL,BLVD. GARCIA MORALES #306,EL LLANO,HERMOSILLO,SON,83210,4,,,,
235122,1,2026-02-25,C04844,FIDEICOMISO IRREVOCABLE DB/1616,"HAMPTON QUERETARO TECNOLOGICO, MEXICO (QROHT)",BLVD.BERNARDO QUINTANA 4100-1,BALCON CAMPESTRE,QUERETARO,QUE,76100,12,,,,
235123,1,2026-02-25,C05946,FIDEICOMISO IRREVOCABLE DB/1616,"HAMPTON CHIHUAHUA CITY, MEXICO (CUUMX)",Periférico de la Juventud 6100,FRACC. LAS HACIENDAS,CHIHUAHUA,CHI,31236,25,,,,
235124,1,2026-02-25,C09640,ECO XL,CITY JUNIOR ZONA INDUSTRIAL (CJTCC),AV. ALFREDO DEL MAZO #547,SAN LORENZO TEPALTITLAN,Toluca,DF2,50010,14,,,,
235125,1,2026-02-25,C08240,GRUPO INMOBILIARIO JJJ SANTA FE,STADIA SUITES MEXICO SANTA FE,MARIO PANI #60,SANTA FE,CUAJIMALPA DE MORELOS,CMX,05300,11,,,,
235126,1,2026-02-25,C03950,TURISTICA LATINA,HOTEL ALAMEDA CENTRO HISTORICO,AV FRANCISCO I MADERO PONIENTE #313,CENTRO,MORELIA,MCH,58000,36,,,,
235127,1,2026-02-25,C08383,OPERADORA DE HOTELES ITV,"HILTON GARDEN INN CHIHUAHUA, CHIHUAHUA, MEXICO (CUUCM)",CALLE DE LA JUVENTUD 5915 INTERIOR H,PREDIO LA CANTERA,CHIHUAHUA,CHI,31216,4,,,,
235128,1,2026-02-25,C02370,HOSTAL DEL ARCANGEL,PUEBLA ARCANGEL,DIAGONAL DEFENSORES DE LA REPUBLICA 276,LA MODERNA,PUEBLA,PUE,72095,5,,,,
235129,1,2026-02-25,C09668,VIDAL ENRIQUE QUEZADA Y BARRIOS,HOTEL POSADA LAS MARGARITAS,MARIANO MATAMOROS 190,TLAQUEPAQUE CENTRO,TLAQUEPAQUE,JAL,45500,2,,,,
235130,1,2026-02-25,C04798,OPERADORA AVILA,HOTEL CASTELO,"CANAL DE STA. CLARA No. 1,",BARRIO DE LA COCEPCION,SAN JUAN DEL RIO,QUE,76800,8,,,,
235131,3,2026-02-25,C09324,OPERADORA CALYPSO,OPERADORA CALYPSO,BLVD. KUKULCAN KILOMETRO 4 INT LOTE D-8-0,ZONA HOTELERA,BENITO JUAREZ,QR,77500,21,,,,
235132,3,2026-02-25,C09603,INMOBILIARIA MAYAHUAL,AQUASTAR HOTEL & APARTMENTS,1 AV NTE ENTRE CALLE 12 Y 14 LT 8,CENTRO,PLAYA DEL CARMEN,QR,77710,5,,,,
235134,1,2026-02-25,C08334,OPERADORA MBA,AVID FRESNILLO (ZCLAV),BOULEVARD PASEO DEL MINERAL 101 ENTRE LOMA BONITA Y FCO VILLA,FRANCISCO VILLA,FRESNILLO,ZAC,99010,5,,,,
235135,1,2026-02-25,C08397,HOSPRO,"HAMPTON LEON, GUANAJUATO, MEXICO (BJXLG)",BLVD ADOLFO LOPEZ MATEOS 1717,LOS GAVILANES,LEON,GTO,37266,12,,,,
235136,1,2026-02-25,C08397,HOSPRO,"HAMPTON LEON, GUANAJUATO, MEXICO (BJXLG)",BLVD ADOLFO LOPEZ MATEOS 1717,LOS GAVILANES,LEON,GTO,37266,2,,,,
235137,1,2026-02-25,C09326,SERVICIOS TURISTICOS DE GALICIA,ROYAL PALACE HOTEL,BLVD. GARCIA MORALES #306,EL LLANO,HERMOSILLO,SON,83210,1,,,,
235138,1,2026-02-25,C09672,ALAN PEREZ JACINTO,ALAN PEREZ JACINTO,CARRETERA SN MIGUEL DE ALLENDE A DOLORES HGO KM 10 S/N,ATOTONILCO,SAN MIGUEL DE ALLENDE,GTO,37894,1,,,,
235139,1,2026-02-25,C01767,SERVICIOS E INMUEBLES TURISTICOS,BARCELO GUADALAJARA,AV.DE LAS ROSAS No.2933,RINCONADA DEL BOSQUE,GUADALAJARA,JAL,44530,30,,,,
